ID	NAME	KR NAME	FACT	EP	TYPE	R	HP	SIZE	LIM	A	D	S	LV	PT	Ability	Flavor	Upgrade
100091	Swimsuit Cinia	수영복의 시니아	Academy	5	Character	UC	30	-	1	-	-	-	2	20	At the start of the turn, a random enemy Follower gets ATK -1/STA -2. If your Character's LIFE is less than the enemy Character's LIFE, the Follower gets ATK -2/STA -3 instead.	[I need some time off. But even after coming to this beach, I can't calm myself down.]	
100092	Swimsuit Luthica	수영복의 루티카	Crux	5	Character	UC	30	-	1	-	-	-	2	20	At the start of the turn, a random allied Crux Follower gets ATK +1/STA +2. If your Character's LIFE is less than the enemy Character's LIFE, the Follower gets ATK+2/STA +3 instead.	[The alliance's beach is really beautiful. And I really like this swimsuit! I've always wanted to try one of these cute swimsuts.	
100093	Swimsuit Iri	수영복의 아이리	Darklore	5	Character	UC	30	-	1	-	-	-	2	20	At the start of the turn, this Character gets LIFE +1. If your Character's LIFE is less than the enemy Character's LIFE, the enemy Character gets LIFE -2 instead.	[I can't tolerate salty water, but I'm free to swim around in fresh water.]	
100094	Connecting Shaman Nexia	연결의 무녀 넥시아	Crux	5	Character	UC	30	-	1	-	-	-	1	20	At the start of the turn, the following effects are applied depending on the number of cards in your Hand. 1: You get Shuffles +1. 2: A random allied Follower gets ATK +3/STA +3. 3: A random allied Follower gets DEF +1/STA +1. 4: Two random allied Followers get ATK +1/STA +1. 5: Your Character gets LIFE -1.	[We can't see what's above the clouds... the world is truly mysterious.]	
100095	Vita Principal Treanna	공립학교장 트리애나	Vita	6	Character	UC	30	-	1	-	-	-	1	20	At the start of the turn, a random allied Follower gets ATK +2/STA +2 and its skills are removed. If the Follower had any skills removed, it gets SIZE -1 (to a minimum of 1).	[It feels much better after taking off that hot suit. Hm? This is the first time you've seen me like this? Miss Asmis? If you're curious about something, just let me know. I'll help you to the best of my ability.]	
100096	Dean Rianna	학생주임 리안나	Vita	6	Character	UC	30	-	1	-	-	-	1	20	At the start of the turn, a random allied Follower is moved to a random empty Slot in your Field. The Follower gets the following effects applied depending on its new Slot number. 1~3: STA +3. 3~5: ATK +2.	[Just because the festival is getting closer, you shouldn't make rash decisions. You should stay calm and keep your composure.]	
100097	Dress Rianna	드레스의 리안나	Vita	6	Character	UC	30	-	1	-	-	-	1	20	At the start of the turn, a random allied Follower is moved to a random empty Slot in your Field. The Follower gets the following effects applied depending on its new Slot number. 1~3: ATK +1/STA +2. 3~5: ATK +2/STA +1.	[How is it? It's a little small, but I think it's fine.]	
100098	Swimwear Rianna	수영복의 리안나	Vita	6	Character	UC	30	-	1	-	-	-	1	20	At the start of the turn, a random enemy Follower is moved to a random empty Slot in the enemy Field. The Follower gets the following effects applied depending on its new Slot number. 1~3: ATK -1/STA -2. 3~5: ATK -2/STA -1.	[Doesn't this swimsuit seem a little small? Hurry and draw it, there aren't many chances for a gallery like this!]	
100099	Waitress Rianna	웨이트리스 리안나	Vita	6	Character	UC	30	-	1	-	-	-	1	20	At the start of the turn, a random allied Follower is moved to a random empty Slot in your Field. The Follower gets the following effects applied depending on its new Slot number. 1~3: STA +4. 3~5: SIZE -1/ATK +1.	[I just said I'd help since you said you were so busy, but why didn't you mention anything about these clothes?]	
100100	Persuasive Rianna	설득하는 리안나	Vita	6	Character	UC	30	-	1	-	-	-	1	20	At the start of the turn, a random allied Follower is moved to a random empty Slot in your Field. A random enemy Follower is moved to a random empty Slot in the enemy Field. If this happens and there are any cards on your Field and the enemy Field that share the same Slot number, then one of those cards from the enemy Field is moved to the first empty Slot in your Field.	[Your fellow classmates are in a dangerous situation! They need your strength! Help Vernika and Sita!]	
100101	Wedding Dress Rianna	웨딩드레스의 리안나	Vita	6	Character	R	36	-	1	-	-	-	1	1	At the start of the turn, a random allied Follower is moved to a random empty Slot in your Field. The Follower gets the following effects applied depending on its new Slot number. 1~3: STA +3. 3~5: ATK +2.	[Thank you... I'll never forget your wishes. This is an unforgettable day of this year's festival.]	
100102	Hanbok Sita	한복의 시타	Vita	6	Character	UC	30	-	1	-	-	-	1	10	At the start of the turn, a random allied Follower gets ATK +1/STA +2. If there are fewer allied cards than enemy cards, that Follower gets an additional ATK +1. If your Hand has at least as many cards as the enemy Hand, that Follower gets an additional STA +1.	[Do I eat this thing on top too? These sticks are hard to use...]	
100103	Hanbok Cinia	한복의 시니아	Academy	6	Character	UC	30	-	1	-	-	-	1	10	At the start of the turn, a random enemy Follower gets DEF -1/STA -2. If there are fewer allied cards than enemy cards, the first Follower in the enemy Hand gets DEF -1. If there are at least as many cards in your Hand as the enemy Hand, that Follower gets STA -2 (to a minimum of 1).	[It's red like I ordered, so I'm satisfied. Ophelia? That's the first time I've heard that name, but I can at least thank her.]	
100104	Hanbok Luthica	한복의 루티카	Crux	6	Character	UC	30	-	1	-	-	-	1	10	At the start of the turn, a random enemy Follower gets STA -2. If there are fewer allied cards than enemy cards, a random enemy Follower gets STA -2. If there are at least as many cards in your Hand as the enemy Hand, a random enemy Follower gets STA -2.	[I decided I want to stay here for a while. You said your name was Ophelia? Nice to meet you.]	
100105	Hanbok Iri	한복의 아이리	Darklore	6	Character	UC	30	-	1	-	-	-	1	10	At the start of the turn, a random enemy Follower gets ATK -1/STA -2. If there are fewer allied cards than enemy cards, that Follower gets an additional ATK -1. If there are at least as many cards in your Hand as the enemy Hand, that Follower gets an additional STA -1.	[These clothes give me a wonderful feeling. Ophelia, you said? I feel like I've seen these beads somewhere before... maybe?]	
100106	Confession Iri	고백의 아이리	Darklore	6	Character	UC	30	-	1	-	-	-	1	20	At the start of the turn, a random enemy Follower gets ATK -1/STA -1. A random allied Follower gets ATK +1/STA +1.	[This place... was I dreaming? It was a sad dream. The things I wanted were just out of my reach, and I was lonely. If I take your hand, will my loneliness go away? Don't let go of my hand... please.]	
100107	Vernika Answer	베르니카 앤서	Vita	EX2	Character	UC	30	-	1	-	-	-	1	20	At the start of the turn, all Spells in the enemy Hand are sent to the bottom of the enemy Deck.	[It's lonely... Someone give me your hand. I have nothing to look forward to during these nights without the sun. How did things turn out like this?]	
100108	Waiting Sita	기다리는 시타	Vita	EX2	Character	R	30	-	1	-	-	-	1	50	At the start of the turn, a random allied Follower gets ATK +2/STA +2. If the number of cards in your Deck is less than or equal to the number of cards in the enemy Deck, that Follower gets an additional DEF +1/STA +1. If all cards in your Hand and Field belong to this Character's faction and there are at least five cards in your Grave, a random Follower in your Grave is sent to the bottom of your Deck.	[From that day forth, she would hardly speak with anyone. She didn't smile, and she didn't seek advice from her friends. She would learn from her own wounds.]	
100109	Student Council President Cinia	학생회장 시니아	Academy	EX2	Character	R	30	-	1	-	-	-	1	50	At the start of the turn, a  random allied Follower gets ATK +2/STA +2. If the number of cards in your Deck is less than or equal to the number of cards in the enemy Deck, a random enemy Follower gets DEF -1/STA -2. If all cards in your Hand and Field belong to this Character's faction and there are at least five cards in your Grave, a random Follower in your Grave is sent to the bottom of your Deck.	[Linia became Royle Academy's chairman. Cinia ran for president and won. She looked proud, as if it weren't an accident, but something felt out of place.]	
100110	Wandering Luthica	방랑자 루티카	Crux	EX2	Character	R	30	-	1	-	-	-	1	50	At the start of the turn, a random allied Follower gets ATK +2/STA +2. If the number of cards in your Deck is less than or equal to the number of cards in the enemy Deck, a random allied Follower gets STA +1 and the enemy Character gets LIFE -1. If all cards in your Hand and Field belong to this Character's faction and there are at least five cards in your Grave, a random Follower in your Grave is sent to the bottom of your Deck.	[Luthica left with Clarice. She believed it would be for a long time.]	
100111	Conflicted Iri	갈등의 아이리	Darklore	EX2	Character	R	30	-	1	-	-	-	1	50	At the start of the turn, a random allied Follower gets ATK +2/STA +2. If the number of cards in your Deck is less than or equal to the number of cards in the enemy Deck, a random enemy Follower gets STA -3 and a random other enemy Follower gets STA -1. If all cards in your Hand and Field belong to this Character's faction and there are at least five cards in your Grave, a random Follower in your Grave is sent to the bottom of your Deck.	[The sage gave her an offer. "I can help you walk under the sun again." Enrolling into Vita, living in the office. Iri was torn.]	
100112	Office Chief Esprit	사무소장 이스프릿	Neutral	EX2	Character	UC	30	-	1	-	-	-	1	20	At the start of the turn, one of the following effects is applied depending on the number of skills in your Field. 2 or less: A random enemy Follower's skills are removed. More than 2: A random allied Follower gets ATK/STA increased by half of the number of skills in your Field (rounding up).	[1E! 2D! 3A! 4P! 5G!] [I'll chase you to the end of the galaxy! Run until your spirit sweats and bleeds!]	
100113	Student Council Vice President Tierria	부학생회장 티에리아	Vita	EX2	Character	UC	30	-	1	-	-	-	1	20	At the start of the turn, if you have a Follower on the Field with "Student Council" in the name, a random allied Follower with "Student Council" in the name gets the following effects depending on how many Vita Followers are on your Field. 1: ATK +1/STA +2. 2 or more: SIZE -1/ATK +1/STA +2.	[Everyone in the student council, you don't need to worry. Everything is going according to my plans. This accident won't affect our timeline.]	
100114	Maid Lesnoa	메이드 레스노아	Academy	EX2	Character	UC	30	-	1	-	-	-	1	20	At the start of the turn, if you have a Follower on the Field with "Maid" in the name, a random allied Follower with "Maid" in the name gets the following effects depending on how many Academy Followers are on your Field. 1: ATK +1/STA +2. 2 or more: SIZE -1/ATK +1/STA +2.	[Maids don't just require a place to sleep and things to eat. They also need a place to calm down... a place to rest.]	
100115	Seeker Odien	신성연구회 오디엔	Crux	EX2	Character	UC	30	-	1	-	-	-	1	20	At the start of the turn, if you have a Follower on the Field with "Seeker" in the name, a random allied Follower with "Seeker" in the name gets the following effects depending on how many Crux Followers are on your Field. 1: ATK +1/STA +2. 2 or more: SIZE -1/ATK +1/STA +2.	[Difficult times won't stop us. The seekers' research will continue. I believe the same thing as Irene.]	
100116	Lightning Parfunte	뇌광의 파르푼테	Darklore	EX2	Character	UC	30	-	1	-	-	-	1	20	At the start of the turn, if you have a Follower on the Field with "Witch" in the name, a random allied Follower with "Witch" in the name gets the following effects depending on how many Darklore Followers are on your Field. 1: ATK +1/STA +2. 2 or more: SIZE -1/ATK +1/STA +2.	[For someone to be considered a "queen" by everyone, you must have a glorious existence. That girl calls herself a queen, but I will oppose her.]	
100117	Ereshkigal	에리슈키갈	Neutral	13	Character	EV	30	-	1	-	-	-	4	100	At the start of the turn, if the Turn Number is odd, a random Follower in your Field/Hand and the first Follower in your Deck get ATK +1/STA +1, then your Character gets LIFE +1. If the Turn Number is even, a random Follower in the enemy Hand/Field and the first Follower in the enemy Deck gets ATK -1/STA -1, then the enemy Character gets LIFE -1. Ereshkigal can draw out additional effects from Muspelheim cards.	[I am Ereshkigal. I am the ruler of the underworld. What business do you have here?]	
